time_sec,slot_start,packets_tx,packets_rx,packet_loss,loss_flag,slot_id
17.5022,112,112,0,0.0,0,35004
17.5027,160,160,0,0.0,0,35005
17.5032,0,0,0,0.0,0,35006
17.5037,112,112,0,0.0,0,35007
17.5047,160,160,0,0.0,0,35009
17.5052,160,160,0,0.0,0,35010
17.5057,160,160,0,0.0,0,35011
17.5062,112,112,0,0.0,0,35012
17.5072,160,160,0,0.0,0,35014
17.5077,160,160,0,0.0,0,35015
17.5082,160,160,0,0.0,0,35016
17.5087,112,112,0,0.0,0,35017
17.5097,160,160,0,0.0,0,35019
17.5107,160,160,0,0.0,0,35021
17.5112,160,160,0,0.0,0,35022
17.5122,112,112,0,0.0,0,35024
17.5127,16,16,0,0.0,0,35025
17.5132,16,16,0,0.0,0,35026
17.5137,20,20,0,0.0,0,35027
17.5147,112,112,0,0.0,0,35029
17.5152,160,160,0,0.0,0,35030
17.5157,160,160,0,0.0,0,35031
17.5162,160,160,0,0.0,0,35032
17.5172,112,112,0,0.0,0,35034
17.5177,160,160,0,0.0,0,35035
17.5182,160,160,0,0.0,0,35036
17.5187,160,160,0,0.0,0,35037
17.5197,112,112,0,0.0,0,35039
17.5202,160,160,0,0.0,0,35040
17.5207,160,160,0,0.0,0,35041
17.5212,160,160,0,0.0,0,35042
17.5222,112,112,0,0.0,0,35044
17.5227,160,160,0,0.0,0,35045
17.5232,0,0,0,0.0,0,35046
17.5237,112,112,0,0.0,0,35047
17.5247,160,160,0,0.0,0,35049
17.5252,160,160,0,0.0,0,35050
17.5257,160,160,0,0.0,0,35051
17.5262,112,112,0,0.0,0,35052
17.5272,160,160,0,0.0,0,35054
17.5277,160,160,0,0.0,0,35055
17.5282,160,160,0,0.0,0,35056
17.5287,112,112,0,0.0,0,35057
17.5297,160,160,0,0.0,0,35059
17.5307,160,160,0,0.0,0,35061
17.5312,160,160,0,0.0,0,35062
17.5322,112,112,0,0.0,0,35064
17.5327,16,16,0,0.0,0,35065
17.5332,16,16,0,0.0,0,35066
17.5337,20,20,0,0.0,0,35067
17.5347,112,112,0,0.0,0,35069
17.5352,160,160,0,0.0,0,35070
17.5357,160,160,0,0.0,0,35071
17.5362,160,160,0,0.0,0,35072
17.5372,112,112,0,0.0,0,35074
17.5377,160,160,0,0.0,0,35075
17.5382,160,160,0,0.0,0,35076
17.5387,160,160,0,0.0,0,35077
17.5397,112,112,0,0.0,0,35079
17.5402,160,160,0,0.0,0,35080
17.5407,160,160,0,0.0,0,35081
17.5412,160,160,0,0.0,0,35082
17.5422,112,112,0,0.0,0,35084
17.5427,160,160,0,0.0,0,35085
17.5432,0,0,0,0.0,0,35086
17.5437,112,112,0,0.0,0,35087
17.5447,160,160,0,0.0,0,35089
17.5452,160,160,0,0.0,0,35090
17.5457,160,160,0,0.0,0,35091
17.5462,112,112,0,0.0,0,35092
17.5472,160,160,0,0.0,0,35094
17.5477,160,160,0,0.0,0,35095
17.5482,160,160,0,0.0,0,35096
17.5487,112,112,0,0.0,0,35097
17.5497,160,160,0,0.0,0,35099
17.5507,160,160,0,0.0,0,35101
17.5512,160,160,0,0.0,0,35102
17.5522,112,112,0,0.0,0,35104
17.5527,16,16,0,0.0,0,35105
17.5532,16,16,0,0.0,0,35106
17.5537,20,20,0,0.0,0,35107
17.5547,112,112,0,0.0,0,35109
17.5552,0,0,0,0.0,0,35110
17.5557,0,0,0,0.0,0,35111
17.5562,0,0,0,0.0,0,35112
17.5572,0,0,0,0.0,0,35114
17.5577,0,0,0,0.0,0,35115
17.5582,0,0,0,0.0,0,35116
17.5587,0,0,0,0.0,0,35117
17.5597,0,0,0,0.0,0,35119
17.5602,0,0,0,0.0,0,35120
17.5607,0,0,0,0.0,0,35121
17.5612,0,0,0,0.0,0,35122
17.5622,0,0,0,0.0,0,35124
17.5627,0,0,0,0.0,0,35125
17.5632,0,0,0,0.0,0,35126
17.5637,112,112,0,0.0,0,35127
17.5647,160,160,0,0.0,0,35129
17.5652,160,160,0,0.0,0,35130
17.5657,160,160,0,0.0,0,35131
17.5662,112,112,0,0.0,0,35132
17.5672,160,160,0,0.0,0,35134
17.5677,160,160,0,0.0,0,35135
17.5682,160,160,0,0.0,0,35136
17.5687,112,112,0,0.0,0,35137
17.5697,160,160,0,0.0,0,35139
17.5707,160,160,0,0.0,0,35141
17.5712,160,160,0,0.0,0,35142
17.5722,112,112,0,0.0,0,35144
17.5727,16,16,0,0.0,0,35145
17.5732,16,16,0,0.0,0,35146
17.5737,20,20,0,0.0,0,35147
17.5747,112,112,0,0.0,0,35149
17.5752,160,160,0,0.0,0,35150
17.5757,160,160,0,0.0,0,35151
17.5762,160,160,0,0.0,0,35152
17.5772,112,112,0,0.0,0,35154
17.5777,160,160,0,0.0,0,35155
17.5782,160,160,0,0.0,0,35156
17.5787,160,160,0,0.0,0,35157
17.5797,112,112,0,0.0,0,35159
17.5802,160,160,0,0.0,0,35160
17.5807,160,160,0,0.0,0,35161
17.5812,160,160,0,0.0,0,35162
17.5822,112,112,0,0.0,0,35164
17.5827,160,160,0,0.0,0,35165
17.5832,0,0,0,0.0,0,35166
17.5837,112,112,0,0.0,0,35167
17.5847,160,160,0,0.0,0,35169
17.5852,160,160,0,0.0,0,35170
17.5857,160,160,0,0.0,0,35171
17.5862,112,112,0,0.0,0,35172
17.5872,160,160,0,0.0,0,35174
17.5877,160,160,0,0.0,0,35175
17.5882,160,160,0,0.0,0,35176
17.5887,112,112,0,0.0,0,35177
17.5897,160,160,0,0.0,0,35179
17.5907,160,160,0,0.0,0,35181
17.5912,160,160,0,0.0,0,35182
17.5922,112,112,0,0.0,0,35184
17.5927,16,16,0,0.0,0,35185
17.5932,16,16,0,0.0,0,35186
17.5937,20,20,0,0.0,0,35187
17.5947,112,112,0,0.0,0,35189
17.5952,160,160,0,0.0,0,35190
17.5957,160,160,0,0.0,0,35191
17.5962,160,160,0,0.0,0,35192
17.5972,112,112,0,0.0,0,35194
17.5977,160,160,0,0.0,0,35195
17.5982,160,160,0,0.0,0,35196
17.5987,160,160,0,0.0,0,35197
17.5997,112,112,0,0.0,0,35199
17.6002,108,108,0,0.0,0,35200
17.6007,0,0,0,0.0,0,35201
17.6012,0,0,0,0.0,0,35202
17.6022,0,0,0,0.0,0,35204
17.6027,0,0,0,0.0,0,35205
17.6032,0,0,0,0.0,0,35206
17.6037,0,0,0,0.0,0,35207
17.6047,0,0,0,0.0,0,35209
17.6052,0,0,0,0.0,0,35210
17.6057,0,0,0,0.0,0,35211
17.6062,0,0,0,0.0,0,35212
17.6072,0,0,0,0.0,0,35214
17.6077,0,0,0,0.0,0,35215
17.6082,0,0,0,0.0,0,35216
17.6087,0,0,0,0.0,0,35217
17.6097,0,0,0,0.0,0,35219
17.6107,0,0,0,0.0,0,35221
17.6112,0,0,0,0.0,0,35222
17.6122,0,0,0,0.0,0,35224
17.6127,16,16,0,0.0,0,35225
17.6132,16,16,0,0.0,0,35226
17.6137,20,20,0,0.0,0,35227
17.6147,0,0,0,0.0,0,35229
17.6152,0,0,0,0.0,0,35230
17.6157,0,0,0,0.0,0,35231
17.6162,0,0,0,0.0,0,35232
17.6172,0,0,0,0.0,0,35234
17.6177,0,0,0,0.0,0,35235
17.6182,0,0,0,0.0,0,35236
17.6187,0,0,0,0.0,0,35237
17.6197,0,0,0,0.0,0,35239
17.6202,0,0,0,0.0,0,35240
17.6207,0,0,0,0.0,0,35241
17.6212,0,0,0,0.0,0,35242
17.6222,0,0,0,0.0,0,35244
17.6227,0,0,0,0.0,0,35245
17.6232,0,0,0,0.0,0,35246
17.6237,0,0,0,0.0,0,35247
17.6247,0,0,0,0.0,0,35249
17.6252,0,0,0,0.0,0,35250
17.6257,0,0,0,0.0,0,35251
17.6262,0,0,0,0.0,0,35252
17.6272,0,0,0,0.0,0,35254
17.6277,0,0,0,0.0,0,35255
17.6282,0,0,0,0.0,0,35256
17.6287,0,0,0,0.0,0,35257
17.6297,0,0,0,0.0,0,35259
17.6307,0,0,0,0.0,0,35261
17.6312,0,0,0,0.0,0,35262
17.6322,0,0,0,0.0,0,35264
17.6327,16,16,0,0.0,0,35265
17.6332,16,16,0,0.0,0,35266
17.6337,20,20,0,0.0,0,35267
17.6347,0,0,0,0.0,0,35269
17.6352,0,0,0,0.0,0,35270
17.6357,0,0,0,0.0,0,35271
17.6362,0,0,0,0.0,0,35272
17.6372,0,0,0,0.0,0,35274
17.6377,0,0,0,0.0,0,35275
17.6382,0,0,0,0.0,0,35276
17.6387,0,0,0,0.0,0,35277
17.6397,0,0,0,0.0,0,35279
17.6402,0,0,0,0.0,0,35280
17.6407,0,0,0,0.0,0,35281
17.6412,0,0,0,0.0,0,35282
17.6422,0,0,0,0.0,0,35284
17.6427,0,0,0,0.0,0,35285
17.6432,0,0,0,0.0,0,35286
17.6437,0,0,0,0.0,0,35287
17.6447,0,0,0,0.0,0,35289
17.6452,0,0,0,0.0,0,35290
17.6457,0,0,0,0.0,0,35291
17.6462,0,0,0,0.0,0,35292
17.6472,0,0,0,0.0,0,35294
17.6477,0,0,0,0.0,0,35295
17.6482,0,0,0,0.0,0,35296
17.6487,0,0,0,0.0,0,35297
17.6497,0,0,0,0.0,0,35299
17.6507,0,0,0,0.0,0,35301
17.6512,0,0,0,0.0,0,35302
17.6522,0,0,0,0.0,0,35304
17.6527,16,16,0,0.0,0,35305
17.6532,16,16,0,0.0,0,35306
17.6537,20,20,0,0.0,0,35307
17.6547,0,0,0,0.0,0,35309
17.6552,0,0,0,0.0,0,35310
17.6557,0,0,0,0.0,0,35311
17.6562,0,0,0,0.0,0,35312
17.6572,0,0,0,0.0,0,35314
17.6577,0,0,0,0.0,0,35315
17.6582,0,0,0,0.0,0,35316
17.6587,0,0,0,0.0,0,35317
17.6597,0,0,0,0.0,0,35319
17.6602,0,0,0,0.0,0,35320
17.6607,0,0,0,0.0,0,35321
17.6612,0,0,0,0.0,0,35322
17.6622,0,0,0,0.0,0,35324
17.6627,0,0,0,0.0,0,35325
17.6632,0,0,0,0.0,0,35326
17.6637,0,0,0,0.0,0,35327
17.6647,0,0,0,0.0,0,35329
17.6652,0,0,0,0.0,0,35330
17.6657,0,0,0,0.0,0,35331
17.6662,0,0,0,0.0,0,35332
17.6672,0,0,0,0.0,0,35334
17.6677,0,0,0,0.0,0,35335
17.6682,0,0,0,0.0,0,35336
17.6687,0,0,0,0.0,0,35337
17.6697,0,0,0,0.0,0,35339
17.6707,0,0,0,0.0,0,35341
17.6712,0,0,0,0.0,0,35342
17.6722,0,0,0,0.0,0,35344
17.6727,16,16,0,0.0,0,35345
17.6732,16,16,0,0.0,0,35346
17.6737,20,20,0,0.0,0,35347
17.6747,0,0,0,0.0,0,35349
17.6752,0,0,0,0.0,0,35350
17.6757,0,0,0,0.0,0,35351
17.6762,0,0,0,0.0,0,35352
17.6772,0,0,0,0.0,0,35354
17.6777,0,0,0,0.0,0,35355
17.6782,0,0,0,0.0,0,35356
17.6787,0,0,0,0.0,0,35357
17.6797,112,112,0,0.0,0,35359
17.6802,160,160,0,0.0,0,35360
17.6807,160,160,0,0.0,0,35361
17.6812,160,160,0,0.0,0,35362
17.6822,112,112,0,0.0,0,35364
17.6827,160,160,0,0.0,0,35365
17.6832,0,0,0,0.0,0,35366
17.6837,112,112,0,0.0,0,35367
17.6847,160,160,0,0.0,0,35369
17.6852,160,160,0,0.0,0,35370
17.6857,160,160,0,0.0,0,35371
17.6862,112,112,0,0.0,0,35372
17.6872,160,160,0,0.0,0,35374
17.6877,160,160,0,0.0,0,35375
17.6882,160,160,0,0.0,0,35376
17.6887,112,112,0,0.0,0,35377
17.6897,160,160,0,0.0,0,35379
17.6907,160,160,0,0.0,0,35381
17.6912,160,160,0,0.0,0,35382
17.6922,112,112,0,0.0,0,35384
17.6927,16,16,0,0.0,0,35385
17.6932,16,16,0,0.0,0,35386
17.6937,20,20,0,0.0,0,35387
17.6947,112,112,0,0.0,0,35389
17.6952,160,160,0,0.0,0,35390
17.6957,160,160,0,0.0,0,35391
17.6962,160,160,0,0.0,0,35392
17.6972,112,112,0,0.0,0,35394
17.6977,160,160,0,0.0,0,35395
17.6982,160,160,0,0.0,0,35396
17.6987,160,160,0,0.0,0,35397
17.6997,112,112,0,0.0,0,35399
17.7002,160,160,0,0.0,0,35400
17.7007,160,160,0,0.0,0,35401
17.7012,160,160,0,0.0,0,35402
17.7022,112,112,0,0.0,0,35404
17.7027,160,160,0,0.0,0,35405
17.7032,0,0,0,0.0,0,35406
17.7037,112,112,0,0.0,0,35407
17.7047,160,160,0,0.0,0,35409
17.7052,160,160,0,0.0,0,35410
17.7057,160,160,0,0.0,0,35411
17.7062,112,112,0,0.0,0,35412
17.7072,160,160,0,0.0,0,35414
17.7077,160,160,0,0.0,0,35415
17.7082,160,160,0,0.0,0,35416
17.7087,112,112,0,0.0,0,35417
17.7097,160,160,0,0.0,0,35419
17.7107,0,0,0,0.0,0,35421
17.7112,0,0,0,0.0,0,35422
17.7122,0,0,0,0.0,0,35424
17.7127,16,16,0,0.0,0,35425
17.7132,16,16,0,0.0,0,35426
17.7137,20,20,0,0.0,0,35427
17.7147,0,0,0,0.0,0,35429
17.7152,160,160,0,0.0,0,35430
17.7157,160,160,0,0.0,0,35431
17.7162,160,160,0,0.0,0,35432
17.7172,0,0,0,0.0,0,35434
17.7177,0,0,0,0.0,0,35435
17.7182,0,0,0,0.0,0,35436
17.7187,0,0,0,0.0,0,35437
17.7197,0,0,0,0.0,0,35439
17.7202,0,0,0,0.0,0,35440
17.7207,0,0,0,0.0,0,35441
17.7212,0,0,0,0.0,0,35442
17.7222,0,0,0,0.0,0,35444
17.7227,160,160,0,0.0,0,35445
17.7232,0,0,0,0.0,0,35446
17.7237,112,112,0,0.0,0,35447
17.7247,160,160,0,0.0,0,35449
17.7252,160,160,0,0.0,0,35450
17.7257,160,160,0,0.0,0,35451
17.7262,112,112,0,0.0,0,35452
17.7272,160,160,0,0.0,0,35454
17.7277,160,160,0,0.0,0,35455
17.7282,160,160,0,0.0,0,35456
17.7287,112,112,0,0.0,0,35457
17.7297,160,160,0,0.0,0,35459
17.7307,160,160,0,0.0,0,35461
17.7312,160,160,0,0.0,0,35462
17.7322,112,112,0,0.0,0,35464
17.7327,16,16,0,0.0,0,35465
17.7332,16,16,0,0.0,0,35466
17.7337,20,20,0,0.0,0,35467
17.7347,112,112,0,0.0,0,35469
17.7352,160,160,0,0.0,0,35470
17.7357,160,160,0,0.0,0,35471
17.7362,160,160,0,0.0,0,35472
17.7372,112,112,0,0.0,0,35474
17.7377,160,160,0,0.0,0,35475
17.7382,160,160,0,0.0,0,35476
17.7387,160,160,0,0.0,0,35477
17.7397,112,112,0,0.0,0,35479
17.7402,160,160,0,0.0,0,35480
17.7407,160,160,0,0.0,0,35481
17.7412,160,160,0,0.0,0,35482
17.7422,112,112,0,0.0,0,35484
17.7427,160,160,0,0.0,0,35485
17.7432,0,0,0,0.0,0,35486
17.7437,112,112,0,0.0,0,35487
17.7447,160,160,0,0.0,0,35489
17.7452,160,160,0,0.0,0,35490
17.7457,160,160,0,0.0,0,35491
17.7462,112,112,0,0.0,0,35492
17.7472,160,160,0,0.0,0,35494
17.7477,160,160,0,0.0,0,35495
17.7482,160,160,0,0.0,0,35496
17.7487,112,112,0,0.0,0,35497
17.7497,160,160,0,0.0,0,35499
17.7507,160,160,0,0.0,0,35501
17.7512,160,160,0,0.0,0,35502
17.7522,112,112,0,0.0,0,35504
17.7527,16,16,0,0.0,0,35505
17.7532,16,16,0,0.0,0,35506
17.7537,20,20,0,0.0,0,35507
17.7547,112,112,0,0.0,0,35509
17.7552,160,160,0,0.0,0,35510
17.7557,160,160,0,0.0,0,35511
17.7562,160,160,0,0.0,0,35512
17.7572,112,112,0,0.0,0,35514
17.7577,160,160,0,0.0,0,35515
17.7582,160,160,0,0.0,0,35516
17.7587,160,160,0,0.0,0,35517
17.7597,112,112,0,0.0,0,35519
17.7602,160,160,0,0.0,0,35520
17.7607,160,160,0,0.0,0,35521
17.7612,160,160,0,0.0,0,35522
17.7622,112,112,0,0.0,0,35524
17.7627,160,160,0,0.0,0,35525
17.7632,0,0,0,0.0,0,35526
17.7637,112,112,0,0.0,0,35527
17.7647,134,134,0,0.0,0,35529
17.7652,0,0,0,0.0,0,35530
17.7657,0,0,0,0.0,0,35531
17.7662,0,0,0,0.0,0,35532
17.7672,0,0,0,0.0,0,35534
17.7677,0,0,0,0.0,0,35535
17.7682,0,0,0,0.0,0,35536
17.7687,0,0,0,0.0,0,35537
17.7697,0,0,0,0.0,0,35539
17.7707,0,0,0,0.0,0,35541
17.7712,0,0,0,0.0,0,35542
17.7722,0,0,0,0.0,0,35544
17.7727,16,16,0,0.0,0,35545
17.7732,16,16,0,0.0,0,35546
17.7737,20,20,0,0.0,0,35547
17.7747,0,0,0,0.0,0,35549
17.7752,0,0,0,0.0,0,35550
17.7757,0,0,0,0.0,0,35551
17.7762,0,0,0,0.0,0,35552
17.7772,0,0,0,0.0,0,35554
17.7777,0,0,0,0.0,0,35555
17.7782,0,0,0,0.0,0,35556
17.7787,0,0,0,0.0,0,35557
17.7797,0,0,0,0.0,0,35559
17.7802,0,0,0,0.0,0,35560
17.7807,0,0,0,0.0,0,35561
17.7812,0,0,0,0.0,0,35562
17.7822,0,0,0,0.0,0,35564
17.7827,0,0,0,0.0,0,35565
17.7832,0,0,0,0.0,0,35566
17.7837,0,0,0,0.0,0,35567
17.7847,0,0,0,0.0,0,35569
17.7852,0,0,0,0.0,0,35570
17.7857,0,0,0,0.0,0,35571
17.7862,0,0,0,0.0,0,35572
17.7872,0,0,0,0.0,0,35574
17.7877,0,0,0,0.0,0,35575
17.7882,0,0,0,0.0,0,35576
17.7887,0,0,0,0.0,0,35577
17.7897,0,0,0,0.0,0,35579
17.7907,0,0,0,0.0,0,35581
17.7912,0,0,0,0.0,0,35582
17.7922,0,0,0,0.0,0,35584
17.7927,16,16,0,0.0,0,35585
17.7932,16,16,0,0.0,0,35586
17.7937,20,20,0,0.0,0,35587
17.7947,0,0,0,0.0,0,35589
17.7952,0,0,0,0.0,0,35590
17.7957,0,0,0,0.0,0,35591
17.7962,0,0,0,0.0,0,35592
17.7972,0,0,0,0.0,0,35594
17.7977,0,0,0,0.0,0,35595
17.7982,0,0,0,0.0,0,35596
17.7987,0,0,0,0.0,0,35597
17.7997,0,0,0,0.0,0,35599
17.8002,0,0,0,0.0,0,35600
17.8007,0,0,0,0.0,0,35601
17.8012,0,0,0,0.0,0,35602
17.8022,0,0,0,0.0,0,35604
17.8027,0,0,0,0.0,0,35605
17.8032,0,0,0,0.0,0,35606
17.8037,0,0,0,0.0,0,35607
17.8047,0,0,0,0.0,0,35609
17.8052,0,0,0,0.0,0,35610
17.8057,0,0,0,0.0,0,35611
17.8062,0,0,0,0.0,0,35612
17.8072,0,0,0,0.0,0,35614
17.8077,0,0,0,0.0,0,35615
17.8082,0,0,0,0.0,0,35616
17.8087,0,0,0,0.0,0,35617
17.8097,0,0,0,0.0,0,35619
17.8107,0,0,0,0.0,0,35621
17.8112,0,0,0,0.0,0,35622
17.8122,0,0,0,0.0,0,35624
17.8127,16,16,0,0.0,0,35625
17.8132,16,16,0,0.0,0,35626
17.8137,20,20,0,0.0,0,35627
17.8147,0,0,0,0.0,0,35629
17.8152,0,0,0,0.0,0,35630
17.8157,0,0,0,0.0,0,35631
17.8162,0,0,0,0.0,0,35632
17.8172,0,0,0,0.0,0,35634
17.8177,0,0,0,0.0,0,35635
17.8182,0,0,0,0.0,0,35636
17.8187,0,0,0,0.0,0,35637
17.8197,0,0,0,0.0,0,35639
17.8202,0,0,0,0.0,0,35640
17.8207,0,0,0,0.0,0,35641
17.8212,0,0,0,0.0,0,35642
17.8222,0,0,0,0.0,0,35644
17.8227,0,0,0,0.0,0,35645
17.8232,0,0,0,0.0,0,35646
17.8237,0,0,0,0.0,0,35647
17.8247,0,0,0,0.0,0,35649
17.8252,0,0,0,0.0,0,35650
17.8257,0,0,0,0.0,0,35651
17.8262,0,0,0,0.0,0,35652
17.8272,0,0,0,0.0,0,35654
17.8277,0,0,0,0.0,0,35655
17.8282,0,0,0,0.0,0,35656
17.8287,0,0,0,0.0,0,35657
17.8297,0,0,0,0.0,0,35659
17.8307,0,0,0,0.0,0,35661
17.8312,0,0,0,0.0,0,35662
17.8322,0,0,0,0.0,0,35664
17.8327,16,16,0,0.0,0,35665
17.8332,16,16,0,0.0,0,35666
17.8337,20,20,0,0.0,0,35667
17.8347,0,0,0,0.0,0,35669
17.8352,160,160,0,0.0,0,35670
17.8357,160,160,0,0.0,0,35671
17.8362,160,160,0,0.0,0,35672
17.8372,112,112,0,0.0,0,35674
17.8377,160,160,0,0.0,0,35675
17.8382,160,160,0,0.0,0,35676
17.8387,160,160,0,0.0,0,35677
17.8397,112,112,0,0.0,0,35679
17.8402,160,160,0,0.0,0,35680
17.8407,160,160,0,0.0,0,35681
17.8412,160,160,0,0.0,0,35682
17.8422,112,112,0,0.0,0,35684
17.8427,160,160,0,0.0,0,35685
17.8432,0,0,0,0.0,0,35686
17.8437,112,112,0,0.0,0,35687
17.8447,160,160,0,0.0,0,35689
17.8452,160,160,0,0.0,0,35690
17.8457,160,160,0,0.0,0,35691
17.8462,112,112,0,0.0,0,35692
17.8472,160,160,0,0.0,0,35694
17.8477,160,160,0,0.0,0,35695
17.8482,160,160,0,0.0,0,35696
17.8487,112,112,0,0.0,0,35697
17.8497,160,160,0,0.0,0,35699
17.8507,160,160,0,0.0,0,35701
17.8512,160,160,0,0.0,0,35702
17.8522,112,112,0,0.0,0,35704
17.8527,16,16,0,0.0,0,35705
17.8532,16,16,0,0.0,0,35706
17.8537,20,20,0,0.0,0,35707
17.8547,112,112,0,0.0,0,35709
17.8552,160,160,0,0.0,0,35710
17.8557,160,160,0,0.0,0,35711
17.8562,160,160,0,0.0,0,35712
17.8572,112,112,0,0.0,0,35714
17.8577,160,160,0,0.0,0,35715
17.8582,160,160,0,0.0,0,35716
17.8587,160,160,0,0.0,0,35717
17.8597,112,112,0,0.0,0,35719
17.8602,160,160,0,0.0,0,35720
17.8607,160,160,0,0.0,0,35721
17.8612,160,160,0,0.0,0,35722
17.8622,112,112,0,0.0,0,35724
17.8627,160,160,0,0.0,0,35725
17.8632,0,0,0,0.0,0,35726
17.8637,112,112,0,0.0,0,35727
17.8647,160,160,0,0.0,0,35729
17.8652,108,108,0,0.0,0,35730
17.8657,0,0,0,0.0,0,35731
17.8662,0,0,0,0.0,0,35732
17.8672,0,0,0,0.0,0,35734
17.8677,0,0,0,0.0,0,35735
17.8682,0,0,0,0.0,0,35736
17.8687,0,0,0,0.0,0,35737
17.8697,0,0,0,0.0,0,35739
17.8707,0,0,0,0.0,0,35741
17.8712,0,0,0,0.0,0,35742
17.8722,0,0,0,0.0,0,35744
17.8727,16,16,0,0.0,0,35745
17.8732,16,16,0,0.0,0,35746
17.8737,20,20,0,0.0,0,35747
17.8747,0,0,0,0.0,0,35749
17.8752,0,0,0,0.0,0,35750
17.8757,0,0,0,0.0,0,35751
17.8762,0,0,0,0.0,0,35752
17.8772,0,0,0,0.0,0,35754
17.8777,0,0,0,0.0,0,35755
17.8782,0,0,0,0.0,0,35756
17.8787,0,0,0,0.0,0,35757
17.8797,0,0,0,0.0,0,35759
17.8802,0,0,0,0.0,0,35760
17.8807,0,0,0,0.0,0,35761
17.8812,0,0,0,0.0,0,35762
17.8822,0,0,0,0.0,0,35764
17.8827,0,0,0,0.0,0,35765
17.8832,0,0,0,0.0,0,35766
17.8837,0,0,0,0.0,0,35767
17.8847,0,0,0,0.0,0,35769
17.8852,0,0,0,0.0,0,35770
17.8857,0,0,0,0.0,0,35771
17.8862,0,0,0,0.0,0,35772
17.8872,316,316,0,0.0,0,35774
17.8877,316,316,0,0.0,0,35775
17.8882,316,316,0,0.0,0,35776
17.8887,220,220,0,0.0,0,35777
17.8897,316,316,0,0.0,0,35779
17.8907,316,316,0,0.0,0,35781
17.8912,316,316,0,0.0,0,35782
17.8922,220,220,0,0.0,0,35784
17.8927,16,16,0,0.0,0,35785
17.8932,16,16,0,0.0,0,35786
17.8937,20,20,0,0.0,0,35787
17.8947,220,220,0,0.0,0,35789
17.8952,316,316,0,0.0,0,35790
17.8957,316,316,0,0.0,0,35791
17.8962,316,316,0,0.0,0,35792
17.8972,220,220,0,0.0,0,35794
17.8977,316,316,0,0.0,0,35795
17.8982,316,316,0,0.0,0,35796
17.8987,316,316,0,0.0,0,35797
17.8997,220,220,0,0.0,0,35799
17.9002,316,316,0,0.0,0,35800
17.9007,316,316,0,0.0,0,35801
17.9012,316,316,0,0.0,0,35802
17.9022,220,220,0,0.0,0,35804
17.9027,316,316,0,0.0,0,35805
17.9032,0,0,0,0.0,0,35806
17.9037,220,220,0,0.0,0,35807
17.9047,316,316,0,0.0,0,35809
17.9052,316,316,0,0.0,0,35810
17.9057,316,316,0,0.0,0,35811
17.9062,220,220,0,0.0,0,35812
17.9072,316,316,0,0.0,0,35814
17.9077,316,316,0,0.0,0,35815
17.9082,316,316,0,0.0,0,35816
17.9087,220,220,0,0.0,0,35817
17.9097,0,0,0,0.0,0,35819
17.9107,0,0,0,0.0,0,35821
17.9112,0,0,0,0.0,0,35822
17.9122,0,0,0,0.0,0,35824
17.9127,16,16,0,0.0,0,35825
17.9132,16,16,0,0.0,0,35826
17.9137,20,20,0,0.0,0,35827
17.9147,0,0,0,0.0,0,35829
17.9152,0,0,0,0.0,0,35830
17.9157,0,0,0,0.0,0,35831
17.9162,0,0,0,0.0,0,35832
17.9172,0,0,0,0.0,0,35834
17.9177,0,0,0,0.0,0,35835
17.9182,0,0,0,0.0,0,35836
17.9187,0,0,0,0.0,0,35837
17.9197,0,0,0,0.0,0,35839
17.9202,0,0,0,0.0,0,35840
17.9207,0,0,0,0.0,0,35841
17.9212,0,0,0,0.0,0,35842
17.9222,0,0,0,0.0,0,35844
17.9227,0,0,0,0.0,0,35845
17.9232,0,0,0,0.0,0,35846
17.9237,0,0,0,0.0,0,35847
17.9247,0,0,0,0.0,0,35849
17.9252,0,0,0,0.0,0,35850
17.9257,0,0,0,0.0,0,35851
17.9262,0,0,0,0.0,0,35852
17.9272,0,0,0,0.0,0,35854
17.9277,0,0,0,0.0,0,35855
17.9282,0,0,0,0.0,0,35856
17.9287,0,0,0,0.0,0,35857
17.9297,0,0,0,0.0,0,35859
17.9307,0,0,0,0.0,0,35861
17.9312,0,0,0,0.0,0,35862
17.9322,0,0,0,0.0,0,35864
17.9327,16,16,0,0.0,0,35865
17.9332,16,16,0,0.0,0,35866
17.9337,20,20,0,0.0,0,35867
17.9347,0,0,0,0.0,0,35869
17.9352,0,0,0,0.0,0,35870
17.9357,0,0,0,0.0,0,35871
17.9362,0,0,0,0.0,0,35872
17.9372,0,0,0,0.0,0,35874
17.9377,0,0,0,0.0,0,35875
17.9382,0,0,0,0.0,0,35876
17.9387,0,0,0,0.0,0,35877
17.9397,0,0,0,0.0,0,35879
17.9402,0,0,0,0.0,0,35880
17.9407,0,0,0,0.0,0,35881
17.9412,0,0,0,0.0,0,35882
17.9422,0,0,0,0.0,0,35884
17.9427,0,0,0,0.0,0,35885
17.9432,0,0,0,0.0,0,35886
17.9437,0,0,0,0.0,0,35887
17.9447,0,0,0,0.0,0,35889
17.9452,0,0,0,0.0,0,35890
17.9457,0,0,0,0.0,0,35891
17.9462,0,0,0,0.0,0,35892
17.9472,0,0,0,0.0,0,35894
17.9477,0,0,0,0.0,0,35895
17.9482,0,0,0,0.0,0,35896
17.9487,0,0,0,0.0,0,35897
17.9497,0,0,0,0.0,0,35899
17.9507,0,0,0,0.0,0,35901
17.9512,0,0,0,0.0,0,35902
17.9522,0,0,0,0.0,0,35904
